stars,publishedAtDate,name,text,title,subTitle,description,price,totalScore,likesCount,isLocalGuide,reviewId,categoryName,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewImageUrls/4,reviewImageUrls/5,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewUrl,reviewerId,reviewerNumberOfReviews,reviewerPhotoUrl,reviewerUrl,reviewsCount,scrapedAt,state,street,temporarilyClosed,url,website,placeId,categories/0,categories/1,categories/2,categoryName.1,genre,keywords
4.0,2023-01-20T19:01:26.597Z,Emily Vainer,"Reasonably good food, not incredible, but nothing to really complain about. A bit pricey for lunch portions. Decent service, friendly staff.",Plate Restaurant - Leawood,,,,4.4,0.0,True,ChdDSUhNMG9nS0VJQ0FnSURCX3JyS3pBRRAB,Italian restaurant,https://lh5.googleusercontent.com/p/AF1QipPdpXMlWw-0d8QsotAHY8R3N_qwne39GLumRKnz=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMTiqpdA5lkpJLxZL9nXvibj3whr5UDhnKPydi4=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPN5Bf5PkF7dNsoEYQ2ccgaZipXkHqxbgY6RK6H=w150-h150-k-no-p,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCX3JyS3pBRRAB!2m1!1s0x0:0x1cdfe97beb712b06!3m1!1s2@1:CIHM0ogKEICAgIDB_rrKzAE%7CCgwIhsqrngYQ2L-RnQI%7C?hl=en-US,100671221254289577045,60.0,https://lh3.googleusercontent.com/a/AGNmyxY6B4HqjcKNZq_m70w2SxVBSwXrViKb3tlMg2hc=s120-c-c0x00000000-cc-rp-mo-ba4-br100,https://www.google.com/maps/contrib/100671221254289577045?hl=en-US,136,2023-03-26T09:35:29.266Z,Kansas,11655 Ash St,False,"https://www.google.de/maps/place/Plate+Restaurant+-+Leawood/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0ebac3b83dcad:0x1cdfe97beb712b06!8m2!3d38.9168913!4d-94.6473355!16s%2Fg%2F11rtq6j8m2?hl=en",http://www.platekc.com/,ChIJrdyDO6zrwIcRBitx63vp3xw,Italian restaurant,,,Italian restaurant,restaurant,"[('good food', 0.517), ('pricey lunch', 0.492), ('decent service', 0.4649), ('portions decent', 0.4593), ('food incredible', 0.4535)]"
5.0,2022-09-20T20:45:47.658Z,Deidra Wright,"I love this place, I went for my birthday dinner. Everyone was super nice and attentive. The food was absolutely delicious.",Plate Restaurant - Leawood,,,,4.4,2.0,True,ChdDSUhNMG9nS0VJQ0FnSUNlcmRxWl9nRRAB,Italian restaurant,https://lh5.googleusercontent.com/p/AF1QipPqgTmrG9yxM8wdnBYeflNIaGO7MEmbaGpBdJ-L=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOjB0KxV26k0BnvDBWSvl3fFVo7El6GKUmQCkIL=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipO5luAddrid25t1Skv3oqp-_86PALDjVvuFWhxi=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNIwCIM_8vCJEp7UVvd-b5Fln7FUe4rtoJGkrpb=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipM1Vy5bNj5v0Lmg_pya673i85vpgMbSUR8dRvLK=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipN9zcpTNiIQrUx9wN5rFDTekJ5bis5OktdRBEPl=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipO9RxXikCNp1-TjJZAQxIYY2O47VyoCncdQp3g1=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipP8NSzjwCwJxegfAkhZZWpMvlVIy7Q1mxLdb5m3=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOzay9v8JgG-r6L4WpHi9Dy6Vvv8XOoAK0PCFzY=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNhUQQ4KHeBIx9Nz0j68tw8RduO3dnqsPrVTPOn=w150-h150-k-no-p,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNlcmRxWl9nRRAB!2m1!1s0x0:0x1cdfe97beb712b06!3m1!1s2@1:CIHM0ogKEICAgICerdqZ_gE%7CCgwI-8yomQYQ4PmHugI%7C?hl=en-US,114306830636285664171,40.0,https://lh3.googleusercontent.com/a-/ACB-R5Tp3KToCw1_LCB6zLB8EZewcnZCBld6QNpptQ8qvQ=s120-c-c0x00000000-cc-rp-mo-ba3-br100,https://www.google.com/maps/contrib/114306830636285664171?hl=en-US,136,2023-03-26T09:35:29.266Z,Kansas,11655 Ash St,False,"https://www.google.de/maps/place/Plate+Restaurant+-+Leawood/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0ebac3b83dcad:0x1cdfe97beb712b06!8m2!3d38.9168913!4d-94.6473355!16s%2Fg%2F11rtq6j8m2?hl=en",http://www.platekc.com/,ChIJrdyDO6zrwIcRBitx63vp3xw,Italian restaurant,,,Italian restaurant,restaurant,"[('birthday dinner', 0.5172), ('love place', 0.3765), ('place went', 0.3625), ('went birthday', 0.3587), ('dinner', 0.3567)]"
5.0,2022-11-28T22:16:20.157Z,Hannah,Very beautiful atmosphere and impeccable service. We came on a busy Saturday night and were able to find seating at the bar. Delicious appetizers and cocktails,Plate Restaurant - Leawood,,,,4.4,0.0,True,ChdDSUhNMG9nS0VJQ0FnSUQtNW8tV2lRRRAB,Italian restaurant,https://lh5.googleusercontent.com/p/AF1QipO2rAxzbnSLXkUEQDv26YEWv8vx5pfs70gDeteA=w150-h150-k-no-p,,,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQtNW8tV2lRRRAB!2m1!1s0x0:0x1cdfe97beb712b06!3m1!1s2@1:CIHM0ogKEICAgID-5o-WiQE%7CCgsItOaUnAYQgMuASw%7C?hl=en-US,114873867465832617547,14.0,https://lh3.googleusercontent.com/a-/ACB-R5QAMeVp5TNjhywvZ5Sk9-cC-8p2dCYsilMBlNqIt7s=s120-c-c0x00000000-cc-rp-mo-ba3-br100,https://www.google.com/maps/contrib/114873867465832617547?hl=en-US,136,2023-03-26T09:35:29.266Z,Kansas,11655 Ash St,False,"https://www.google.de/maps/place/Plate+Restaurant+-+Leawood/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0ebac3b83dcad:0x1cdfe97beb712b06!8m2!3d38.9168913!4d-94.6473355!16s%2Fg%2F11rtq6j8m2?hl=en",http://www.platekc.com/,ChIJrdyDO6zrwIcRBitx63vp3xw,Italian restaurant,,,Italian restaurant,restaurant,"[('bar delicious', 0.4217), ('bar', 0.4152), ('impeccable service', 0.4022), ('seating bar', 0.3745), ('appetizers cocktails', 0.3729)]"
5.0,2022-12-15T23:30:07.255Z,Jennifer Chao,"I stayed at the hotel nearby and came in for a couple of meals because it was so good! The service was amazing and everything we had was absolutely delicious. I tried the pasta, the starters, the GARLIC BREAD!!!, even a salad and it was great. They make everything from scratch and it's incredible. I will definitely be returning.",Plate Restaurant - Leawood,,,,4.4,0.0,True,ChdDSUhNMG9nS0VJQ0FnSUNCcU9yUjFnRRAB,Italian restaurant,https://lh5.googleusercontent.com/p/AF1QipMBTV3wrVU_8_MNFkOGOLlmRgNgTlSWhXvxbsBw=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMOq2cN7Zix_sbFi09LqUrAC5YCoYMROG1cHteZ=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOEKEDG8dZqTlheQ_UbShCyz7Hb7GA2153-V55G=w150-h150-k-no-p,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCcU9yUjFnRRAB!2m1!1s0x0:0x1cdfe97beb712b06!3m1!1s2@1:CIHM0ogKEICAgICBqOrR1gE%7CCgsI_9vunAYQkIH5eQ%7C?hl=en-US,113426443709093103254,118.0,https://lh3.googleusercontent.com/a-/ACB-R5Ql55aV5Tk8NaOdAiGYMbEzEKFW4pwww47WeCPZKaE=s120-c-c0x00000000-cc-rp-mo-ba5-br100,https://www.google.com/maps/contrib/113426443709093103254?hl=en-US,136,2023-03-26T09:35:29.266Z,Kansas,11655 Ash St,False,"https://www.google.de/maps/place/Plate+Restaurant+-+Leawood/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0ebac3b83dcad:0x1cdfe97beb712b06!8m2!3d38.9168913!4d-94.6473355!16s%2Fg%2F11rtq6j8m2?hl=en",http://www.platekc.com/,ChIJrdyDO6zrwIcRBitx63vp3xw,Italian restaurant,,,Italian restaurant,restaurant,"[('stayed hotel', 0.4068), ('hotel nearby', 0.3798), ('meals good', 0.37), ('service amazing', 0.3658), ('hotel', 0.3609)]"
5.0,2022-09-25T02:05:44.341Z,Chris Bryant,"THE BEST Italian food, along with the best service I’ve ever had. Amazing pizza, pasta, and filet. The service is second to none.",Plate Restaurant - Leawood,,,,4.4,0.0,True,ChZDSUhNMG9nS0VJQ0FnSUNldTcyeWFnEAE,Italian restaurant,https://lh5.googleusercontent.com/p/AF1QipNU4lrRELSb543tIgB_eMGpY-wSWiYMw1bwtML1=w150-h150-k-no-p,,,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNldTcyeWFnEAE!2m1!1s0x0:0x1cdfe97beb712b06!3m1!1s2@1:CIHM0ogKEICAgICeu72yag%7CCgwI-O6-mQYQsMHwogE%7C?hl=en-US,109961930036969313037,389.0,https://lh3.googleusercontent.com/a-/ACB-R5TJd6dECimp82kJNafwU2K43JNIbc4wk07jF1VIw_Q=s120-c-c0x00000000-cc-rp-mo-ba5-br100,https://www.google.com/maps/contrib/109961930036969313037?hl=en-US,136,2023-03-26T09:35:29.266Z,Kansas,11655 Ash St,False,"https://www.google.de/maps/place/Plate+Restaurant+-+Leawood/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0ebac3b83dcad:0x1cdfe97beb712b06!8m2!3d38.9168913!4d-94.6473355!16s%2Fg%2F11rtq6j8m2?hl=en",http://www.platekc.com/,ChIJrdyDO6zrwIcRBitx63vp3xw,Italian restaurant,,,Italian restaurant,restaurant,"[('italian food', 0.664), ('amazing pizza', 0.6004), ('best italian', 0.5581), ('pizza pasta', 0.5295), ('pasta filet', 0.5073)]"
5.0,2022-11-13T23:43:34.743Z,Christina,The entire staff was attentive and so friendly. I’ve never experienced such outstanding customer service. Will definitely be returning!,Plate Restaurant - Leawood,,,,4.4,0.0,True,ChZDSUhNMG9nS0VJQ0FnSUMtcTllTU5REAE,Italian restaurant,https://lh5.googleusercontent.com/p/AF1QipOsaeP6j9hk9nZTg79Y8oMhT4T_kJeoPk97YU4k=w150-h150-k-no-p,,,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUMtcTllTU5REAE!2m1!1s0x0:0x1cdfe97beb712b06!3m1!1s2@1:CIHM0ogKEICAgIC-q9eMNQ%7CCgwIpoLGmwYQ6Maq4gI%7C?hl=en-US,106224479591404279053,19.0,https://lh3.googleusercontent.com/a-/ACB-R5RFDAY6gQ3OrNuVRH2cvt9UuDtR5tmiXCy5tfb_Z7I=s120-c-c0x00000000-cc-rp-mo-ba3-br100,https://www.google.com/maps/contrib/106224479591404279053?hl=en-US,136,2023-03-26T09:35:29.266Z,Kansas,11655 Ash St,False,"https://www.google.de/maps/place/Plate+Restaurant+-+Leawood/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0ebac3b83dcad:0x1cdfe97beb712b06!8m2!3d38.9168913!4d-94.6473355!16s%2Fg%2F11rtq6j8m2?hl=en",http://www.platekc.com/,ChIJrdyDO6zrwIcRBitx63vp3xw,Italian restaurant,,,Italian restaurant,restaurant,"[('outstanding customer', 0.5316), ('staff attentive', 0.517), ('experienced outstanding', 0.4228), ('customer service', 0.4161), ('service definitely', 0.3874)]"
4.0,2023-01-29T03:10:56.347Z,John Lair,Service was excellent but a lil pricey. Expected more for the price we paid.  But overall a good experience.,Plate Restaurant - Leawood,,,,4.4,0.0,True,ChdDSUhNMG9nS0VJQ0FnSURCcTVYVTJnRRAB,Italian restaurant,https://lh5.googleusercontent.com/p/AF1QipNDk6gGVIn82HuI-ZJkgv3fvu5A7PlaKGWHXR3x=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipM1y2NvCLuVHBMxJ_FpjiNFD0d1pZC19bOMLAlk=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPE_yoN2f1l4w_lP9p5dJXpqEvleEMR3-4cjXM1=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMoZCaJDDOovh0-Ef28ZRbBAUGQLH_nzSl6FHKu=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipP7TKdf1wBCPNXsuGDeurGVBlowXe9ECOdC1mNu=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipM1LogQukjjl45cAXjcDRFle5YH61xv6hMqUCXL=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNsEGRvLJBL4JyyvXVWNOzYAXEarzXwym6M_I1H=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPwZy8dY5FvhT3Q382WUyivxUXNPKMjI8ZDTrnO=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipP8AvN1YYVjw1YbYojUGsPaHwT0REIw8A6b2eJI=w150-h150-k-no-p,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCcTVYVTJnRRAB!2m1!1s0x0:0x1cdfe97beb712b06!3m1!1s2@1:CIHM0ogKEICAgIDBq5XU2gE%7CCgwIwMfXngYQiNH0pQE%7C?hl=en-US,117100179944221718017,457.0,https://lh3.googleusercontent.com/a-/ACB-R5QLzVxjZTgp-z_-tXjoZxuzpjSY4iCFhUvZfYCFu0k=s120-c-c0x00000000-cc-rp-mo-ba6-br100,https://www.google.com/maps/contrib/117100179944221718017?hl=en-US,136,2023-03-26T09:35:29.266Z,Kansas,11655 Ash St,False,"https://www.google.de/maps/place/Plate+Restaurant+-+Leawood/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0ebac3b83dcad:0x1cdfe97beb712b06!8m2!3d38.9168913!4d-94.6473355!16s%2Fg%2F11rtq6j8m2?hl=en",http://www.platekc.com/,ChIJrdyDO6zrwIcRBitx63vp3xw,Italian restaurant,,,Italian restaurant,restaurant,"[('service excellent', 0.7184), ('service', 0.4399), ('overall good', 0.3685), ('good experience', 0.3464), ('lil pricey', 0.2473)]"
4.0,2023-02-11T00:40:05.458Z,Nicci McMillian,Really enjoyed the food and the nice atmosphere.,Plate Restaurant - Leawood,,,,4.4,0.0,True,ChZDSUhNMG9nS0VJQ0FnSUNodXJ6LUxnEAE,Italian restaurant,https://lh5.googleusercontent.com/p/AF1QipPh9e0eyjYqkeUyXqCmLyQmx0JhRm6YgMx5FPUD=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOVlCxddeHaF2fzrz0syvVSbMxg0vjBOYL-Ghuc=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipN_wzZmz7Srg4alwoxqHgCP5MbYTdEqC2cVujAN=w150-h150-k-no-p,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNodXJ6LUxnEAE!2m1!1s0x0:0x1cdfe97beb712b06!3m1!1s2@1:CIHM0ogKEICAgIChurz-Lg%7CCgwI5cebnwYQ8Irs2gE%7C?hl=en-US,110687163710238805656,311.0,https://lh3.googleusercontent.com/a-/ACB-R5ThLXigr4yqV3TKFPWSznZ_y7XOw9hSgWG_9uNE9Ck=s120-c-c0x00000000-cc-rp-mo-ba6-br100,https://www.google.com/maps/contrib/110687163710238805656?hl=en-US,136,2023-03-26T09:35:29.266Z,Kansas,11655 Ash St,False,"https://www.google.de/maps/place/Plate+Restaurant+-+Leawood/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0ebac3b83dcad:0x1cdfe97beb712b06!8m2!3d38.9168913!4d-94.6473355!16s%2Fg%2F11rtq6j8m2?hl=en",http://www.platekc.com/,ChIJrdyDO6zrwIcRBitx63vp3xw,Italian restaurant,,,Italian restaurant,restaurant,"[('enjoyed food', 0.6085), ('nice atmosphere', 0.5983), ('food nice', 0.5206), ('really enjoyed', 0.4837), ('enjoyed', 0.393)]"
5.0,2022-07-24T03:55:21.197Z,natasha goldman,"Awesome hospitality, food and drinks",Plate Restaurant - Leawood,,,,4.4,1.0,True,ChdDSUhNMG9nS0VJQ0FnSUQyak5lcmx3RRAB,Italian restaurant,https://lh5.googleusercontent.com/p/AF1QipNliGxyEiacBIy425CP2qfJ7wqWQEVM7VFWxzQ8=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipN9g26sLzy8eorW4bKcH-jXAjpGVaViHnX9dV62=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOQysyoM-l33PniMriruwx9UPatzzFdetx_utAn=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPvXFgKgs2fOvekQG16zC8r5Nbbvh5-KQTDKr-p=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNbN3YQoD01HzMOAtqeEroPnSmPFchmbrGCbtyN=w150-h150-k-no-p,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQyak5lcmx3RRAB!2m1!1s0x0:0x1cdfe97beb712b06!3m1!1s2@1:CIHM0ogKEICAgID2jNerlwE%7CCgsIqYXzlgYQqMKLXg%7C?hl=en-US,108480494365360214225,96.0,https://lh3.googleusercontent.com/a/AGNmyxaFqXq7W9NzC_zWSXYp5X7zuDT71QxJM0rRaax0=s120-c-c0x00000000-cc-rp-mo-ba4-br100,https://www.google.com/maps/contrib/108480494365360214225?hl=en-US,136,2023-03-26T09:35:29.266Z,Kansas,11655 Ash St,False,"https://www.google.de/maps/place/Plate+Restaurant+-+Leawood/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0ebac3b83dcad:0x1cdfe97beb712b06!8m2!3d38.9168913!4d-94.6473355!16s%2Fg%2F11rtq6j8m2?hl=en",http://www.platekc.com/,ChIJrdyDO6zrwIcRBitx63vp3xw,Italian restaurant,,,Italian restaurant,restaurant,"[('awesome hospitality', 0.7602), ('hospitality food', 0.6014), ('hospitality', 0.5758), ('food drinks', 0.3776), ('drinks', 0.315)]"
5.0,2023-03-13T05:26:42.041Z,Drew Le Lieu,"One of the best overall dining experiences! Waitress Michelle was welcoming, attentive, genuine, and clearly loves creating the guest experience.  True example of luxury service. The food was absolutely delicious.  The meatballs, truffle garlic bread, house made pasta, and KC strip is some of the best in Kansas City. The lemon ice cream sandwich was simply divine! You don't have to like lemon to enjoy this refreshing dessert,  the perfect end to the savory dishes. Shout out to Pastry Master Talent Nikki! We can't wait to come back!!!",Plate Restaurant - Leawood,,,,4.4,1.0,False,ChdDSUhNMG9nS0VJQ0FnSURoLVp1R3JBRRAB,Italian restaurant,https://lh5.googleusercontent.com/p/AF1QipPI9wcZql3w-hI7j0KuE1VbwndF1jEx2xtjAsx1=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOVP6r1dJcUyGHwRjvr_-XL-dKK61F6B_Ts3t2T=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipM2N6-HdvXCZoLCGS8q_0MwK7u02IxxnXa_5Zhu=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPBpYLs7T0Wdzie9YiiJh5s7Mk3SYcjqRty_pJD=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPV9fAa0IadOwJC1CJ8rC4vVQPeWHvYtqqQDCfY=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipN_iGeBFNs5jq7YJ-57rMPDT6SjBL5p8jYz6RTT=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOLDcgEdfhEaBJSCSS1zks-ugfZsFjRdkfAGhLE=w150-h150-k-no-p,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoLVp1R3JBRRAB!2m1!1s0x0:0x1cdfe97beb712b06!3m1!1s2@1:CIHM0ogKEICAgIDh-ZuGrAE%7CCgsIkui6oAYQgO7JEw%7C?hl=en-US,115163319468586960834,9.0,https://lh3.googleusercontent.com/a/AGNmyxYIF1hm2q6tOleH06T-MFwykKqAOl1dfS-jRDFd=s120-c-c0x00000000-cc-rp-mo-br100,https://www.google.com/maps/contrib/115163319468586960834?hl=en-US,136,2023-03-26T09:35:29.266Z,Kansas,11655 Ash St,False,"https://www.google.de/maps/place/Plate+Restaurant+-+Leawood/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0ebac3b83dcad:0x1cdfe97beb712b06!8m2!3d38.9168913!4d-94.6473355!16s%2Fg%2F11rtq6j8m2?hl=en",http://www.platekc.com/,ChIJrdyDO6zrwIcRBitx63vp3xw,Italian restaurant,,,Italian restaurant,restaurant,"[('dining experiences', 0.5818), ('pasta kc', 0.5003), ('service food', 0.4986), ('overall dining', 0.4852), ('best kansas', 0.4491)]"
5.0,2022-06-04T00:08:35.064Z,Anthony Ha,nan,Plate Restaurant - Leawood,,,,4.4,0.0,True,ChdDSUhNMG9nS0VJQ0FnSUNPN0s3NDZRRRAB,Italian restaurant,https://lh5.googleusercontent.com/p/AF1QipO0ymoNufDxnEdrtWc4nkfnONokRGEBkWQdkkm8=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipP9BwGkynCOhlEtTFRp2bXrdzZ6dEA0d2IurQmx=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNPq1FSqlb5mSfhDY-FnLKoS19aLnqqeXH0H6E9=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMX9LkuQAdzybEVTTlvCc-RC_zOJsxYBY83XrES=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNWRIdXYvXSvRpxsiV0fHOSm90SPuLkc4-7c9gK=w150-h150-k-no-p,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNPN0s3NDZRRRAB!2m1!1s0x0:0x1cdfe97beb712b06!3m1!1s2@1:CIHM0ogKEICAgICO7K746QE%7CCgsIg8XqlAYQoJjPHg%7C?hl=en-US,116425380070465120013,18.0,https://lh3.googleusercontent.com/a-/ACB-R5RJKwKnsyiXjFpMycfDs_lQfkQC1QqMYF69mWct7Q=s120-c-c0x00000000-cc-rp-mo-ba2-br100,https://www.google.com/maps/contrib/116425380070465120013?hl=en-US,136,2023-03-26T09:35:29.266Z,Kansas,11655 Ash St,False,"https://www.google.de/maps/place/Plate+Restaurant+-+Leawood/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0ebac3b83dcad:0x1cdfe97beb712b06!8m2!3d38.9168913!4d-94.6473355!16s%2Fg%2F11rtq6j8m2?hl=en",http://www.platekc.com/,ChIJrdyDO6zrwIcRBitx63vp3xw,Italian restaurant,,,Italian restaurant,restaurant,"[('nan', 1.0)]"
4.0,2023-02-05T16:17:46.710Z,Donald Herron,nan,Plate Restaurant - Leawood,,,,4.4,0.0,True,ChZDSUhNMG9nS0VJQ0FnSURXOTdpMUZREAE,Italian restaurant,https://lh5.googleusercontent.com/p/AF1QipOYT12VcWl5iVKiuMGinqpqmKHQeuWTtNW6Q9Cd=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOb6yskKKwSpCy31FdcuHqrbq2PqnjKL-lquqZa=w150-h150-k-no-p,,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURXOTdpMUZREAE!2m1!1s0x0:0x1cdfe97beb712b06!3m1!1s2@1:CIHM0ogKEICAgIDW97i1FQ%7CCgwIqq3_ngYQqJrU0gI%7C?hl=en-US,106661676860879997160,25.0,https://lh3.googleusercontent.com/a-/ACB-R5Sx2q5HUNrv-hI35Lek5pzQZg6gFSFnxodfQaP9qiY=s120-c-c0x00000000-cc-rp-mo-ba3-br100,https://www.google.com/maps/contrib/106661676860879997160?hl=en-US,136,2023-03-26T09:35:29.266Z,Kansas,11655 Ash St,False,"https://www.google.de/maps/place/Plate+Restaurant+-+Leawood/@39.0167479,-95.2085899,10z/data=!4m6!3m5!1s0x87c0ebac3b83dcad:0x1cdfe97beb712b06!8m2!3d38.9168913!4d-94.6473355!16s%2Fg%2F11rtq6j8m2?hl=en",http://www.platekc.com/,ChIJrdyDO6zrwIcRBitx63vp3xw,Italian restaurant,,,Italian restaurant,restaurant,"[('nan', 1.0)]"
